node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
5711 5712 23 -3.6363 -7.2376 -32.0333 -3.4455 -7.1946 -33.4896 0.0471 38.4885 38.0000 5 2 23  
7110 7111 31 4.8852 4.8241 -9.0407 5.2050 5.2686 -10.4282 0.0553 38.4902 30.6000 5 2 31  
78 466 440 -1.5864 -0.3016 -52.3388 -2.0608 -0.4488 -52.3965 0.0082 38.4907 29.2478 2 2 440  
5308 5309 1859 0.4884 2.4430 -2.9140 0.0745 2.7233 -2.9030 0.0089 38.4921 36.6824 2 2 1859  
2439 2625 1063 -7.7470 1.1665 -38.0549 -8.1858 1.3400 -38.2203 0.0085 38.4924 29.7521 2 2 1063  
2516 2517 1028 -4.9638 0.2557 -8.2019 -5.1983 -0.0135 -7.8519 0.0080 38.5060 38.3998 2 2 1028  
2729 2917 1147 -3.2288 -5.6552 -37.5504 -3.6000 -5.4411 -37.8080 0.0083 38.5182 28.9896 2 2 1147  
5914 5979 2072 0.3273 -7.4221 -12.1955 0.6842 -7.7721 -12.1847 0.0084 38.5264 28.3599 2 2 2072  
1162 1369 697 2.5462 -9.2363 -42.6783 2.4285 -9.7189 -42.7348 0.0087 38.5370 28.8613 2 2 697  
1646 1647 772 2.7266 -6.8380 -27.0293 2.3760 -6.5081 -27.1645 0.0087 38.5432 40.0980 2 2 772  
4617 4618 1647 -9.4563 -17.3668 -22.4564 -9.7866 -18.3037 -22.5716 0.0108 38.5504 32.3641 3 2 1647  
2047 2048 894 -9.0954 9.7840 -44.5460 -8.9087 8.8935 -44.9609 0.0098 38.5574 28.3423 3 2 894  
3166 3167 1220 -6.9894 15.1609 -28.2819 -7.0719 16.0680 -28.6948 0.0117 38.5646 32.0125 3 2 1220  
5476 5477 22 3.1135 8.4810 -34.6468 3.0565 8.4984 -36.1167 0.0387 38.5723 40.2000 5 2 22  
1484 1694 788 3.6465 -8.1423 -50.8273 4.0739 -7.8948 -50.9049 0.0095 38.5963 28.8307 2 2 788  
2628 2629 1064 -7.9572 0.8781 -39.5343 -8.8766 0.4882 -39.4828 0.0104 38.5999 28.8256 3 2 1064  
3062 3063 1186 0.7439 4.5184 -0.0820 1.1110 5.4423 -0.1898 0.0100 38.6161 46.9876 3 2 1186  
5128 5129 1803 5.3334 9.0781 -20.0499 4.5510 8.9934 -20.6668 0.0108 38.6267 28.9770 3 2 1803  
2164 2315 972 -8.7013 -5.5734 -46.5485 -8.7404 -5.0969 -46.6950 0.0083 38.6302 29.6261 2 2 972  
2490 2491 1021 -8.3820 0.1878 -7.4657 -9.3692 0.2024 -7.6247 0.0101 38.6346 46.6241 3 2 1021  
2276 2277 959 -9.2728 -5.2685 -27.3563 -8.9410 -4.9502 -27.5528 0.0081 38.6389 39.2593 2 2 959  
200 216 363 -0.0758 6.0529 -11.2859 0.1226 6.3867 -10.9709 0.0083 38.6431 29.7584 2 2 363  
5250 5354 1874 2.4209 10.7836 -16.4216 2.5143 11.2730 -16.3794 0.0084 38.6453 29.1419 2 2 1874  
2448 2449 10 -7.7076 0.2604 -51.4823 -7.6677 0.3183 -52.9913 0.0543 38.6514 53.0000 5 2 10  
640 641 499 -5.5638 -6.5308 -8.4545 -6.3854 -7.0910 -8.5600 0.0098 38.6532 50.7706 3 2 499  
3583 3592 1343 3.3009 -4.0931 -14.8234 3.3099 -4.4866 -14.5151 0.0096 38.6568 28.6324 2 2 1343  
1161 1366 696 2.5184 -9.0988 -41.1475 3.0162 -9.1175 -41.1902 0.0086 38.6788 29.7751 2 2 696  
6453 6454 27 4.9627 -6.1098 -18.8314 4.6065 -6.0533 -20.3007 0.0597 38.6836 34.3000 5 2 27  
7226 7271 2500 1.6452 -2.2525 -2.2691 1.7372 -2.2478 -2.2301 0.0113 38.6848 24.6341 3 2 2500  
3852 3853 1418 -5.1247 -0.3570 -11.6728 -5.3184 -0.7785 -11.8593 0.0088 38.7010 39.9947 2 2 1418  
400 401 419 -1.4629 -1.1858 -39.5565 -1.2665 -1.5508 -39.8362 0.0088 38.7012 38.7008 2 2 419  
4781 4782 19 -5.6475 -5.2193 -44.5559 -5.6414 -5.1957 -46.0665 0.0487 38.7057 43.4000 5 2 19  
1493 1494 7 3.8156 -7.7813 -64.0763 3.6145 -7.8489 -65.5553 0.0522 38.7060 53.0000 5 2 7  
7547 7548 34 2.8753 1.5896 -7.4881 2.9776 1.5440 -8.9969 0.0586 38.7086 27.4000 5 2 34  
4042 4043 16 -6.9436 3.7257 -40.6124 -6.8985 3.7206 -42.1006 0.0572 38.7140 46.6000 5 2 16  
79 469 441 -1.6432 -0.2696 -53.3019 -1.7717 -0.7010 -53.5197 0.0079 38.7196 28.5033 2 2 441  
5913 5976 2071 0.4480 -6.8448 -10.8237 0.6768 -7.2852 -10.7623 0.0097 38.7282 29.0800 2 2 2071  
3585 3586 1342 5.0984 -4.8916 -15.1599 6.0095 -5.2675 -15.3292 0.0111 38.7462 35.8602 3 2 1342  
5065 5066 1782 0.5015 -0.0151 -1.1947 0.9776 -0.1073 -1.3165 0.0086 38.7472 38.6196 2 2 1782  
1522 1536 737 -1.8089 -2.2938 -3.9367 -1.7194 -2.7851 -3.9603 0.0077 38.7490 28.1596 2 2 737  
3023 3190 1228 -5.9595 13.8623 -33.7540 -6.0846 14.2315 -34.0672 0.0082 38.7563 28.6739 2 2 1228  
7230 7231 32 4.8626 -6.2682 -5.3849 5.6723 -7.1945 -6.2888 0.0595 38.7826 28.4000 5 2 32  
3385 3386 1283 2.9199 -13.1583 -23.2872 2.0288 -12.7703 -23.5228 0.0110 38.8060 33.3181 3 2 1283  
6442 6501 2241 2.0594 -3.1426 -3.5594 2.5479 -3.1642 -3.4548 0.0095 38.8120 29.5655 2 2 2241  
4173 4174 1516 -6.1940 3.9010 -27.1347 -5.9551 4.8689 -27.2126 0.0114 38.8200 29.2692 3 2 1516  
7704 7955 37 0.0000 0.0000 -1.0000 0.0749 0.0358 -1.0558 0.0604 38.8333 24.2000 5 2 37  
4382 4383 1581 -4.7184 -2.6210 -17.5885 -3.9661 -2.7349 -18.2375 0.0100 38.8345 32.2445 3 2 1581  
5036 5037 20 7.6420 11.4550 -34.3277 7.5232 11.4287 -35.7897 0.0578 38.8418 41.2000 5 2 20  
4099 4100 1493 -6.3752 1.6241 -9.4445 -6.8557 1.4860 -9.4430 0.0092 38.8672 38.7024 2 2 1493  
990 991 584 -2.5035 11.0796 -20.5659 -2.9447 10.9017 -20.7198 0.0086 38.8911 38.3414 2 2 584  
3732 3926 1442 -5.0024 -0.2308 -36.9134 -4.6369 -0.3998 -37.2098 0.0088 38.9012 28.3884 2 2 1442  
5467 5593 1950 3.3522 7.8020 -21.2230 2.8611 7.8602 -21.2973 0.0084 38.9047 28.3953 2 2 1950  
4526 4527 18 -9.4887 -16.0936 -47.6840 -9.5600 -16.0694 -49.2150 0.0445 38.9049 43.9000 5 2 18  
5923 5924 24 -1.6135 -9.7673 -25.3411 -1.6728 -9.8240 -26.8560 0.0422 38.9080 37.5000 5 2 24  
5260 5261 21 2.2761 11.6281 -31.1266 2.0108 11.7589 -32.6078 0.0483 38.9090 40.7000 5 2 21  
7837 7838 36 -0.0761 0.0229 -1.0607 -1.0564 0.3438 -2.1164 0.0463 38.9110 24.7000 5 2 36  
4113 4114 1497 -6.1546 1.3103 -16.0751 -5.8999 0.4208 -16.4545 0.0090 38.9238 35.7009 3 2 1497  
7379 7380 33 4.1611 2.6537 -8.5400 4.8026 2.9641 -9.8702 0.0576 38.9248 27.9000 5 2 33  
6771 6772 29 -0.1733 -6.1117 -19.1240 -0.3085 -6.0965 -20.6014 0.0572 38.9315 31.6000 5 2 29  
811 812 545 2.5592 -0.0146 -17.0298 2.7562 -0.4320 -17.2222 0.0083 38.9334 41.2587 2 2 545  
5701 5800 2015 -3.2741 -5.1362 -17.3531 -3.7305 -5.2580 -17.5171 0.0084 38.9476 28.7753 2 2 2015  
4299 4405 1589 -5.6652 -3.0298 -22.8941 -5.4599 -3.4375 -23.0981 0.0109 38.9479 28.9303 2 2 1589  
7706 7707 35 -0.4349 0.9024 -2.2733 -0.7826 1.4886 -3.5856 0.0633 38.9639 25.2000 5 2 35  
1533 1534 736 -1.0924 -1.6597 -2.2566 -1.2398 -2.0480 -1.9781 0.0082 38.9812 37.1887 2 2 736  
4571 4572 1632 -4.4388 -4.1166 -5.8361 -4.2724 -4.1188 -6.3076 0.0093 38.9943 39.8158 2 2 1632  
2318 2319 973 -8.7497 -5.4656 -48.1115 -9.7017 -5.5056 -48.4151 0.0119 39.0078 28.7800 3 2 973  
1043 1044 601 -1.7478 12.0730 -35.4118 -1.5755 13.0136 -35.7043 0.0114 39.0118 29.1926 3 2 601  
6761 6816 2343 0.8666 -2.0494 -5.0286 1.1376 -1.7444 -5.3177 0.0083 39.0236 27.7752 2 2 2343  
2564 2565 1044 -6.6526 1.4206 -21.9574 -6.6293 0.9775 -22.1879 0.0093 39.0244 39.1127 2 2 1044  
3811 3812 1405 -3.0677 3.4141 -8.6676 -3.1359 4.0419 -9.4430 0.0105 39.0277 42.3819 3 2 1405  
6937 6983 2400 -0.0794 1.3043 -1.8783 -0.0729 1.1620 -2.3575 0.0080 39.0323 27.9615 2 2 2400  
3100 3101 1199 -3.5376 9.9164 -9.8862 -3.2299 10.0287 -10.2640 0.0093 39.0338 41.7081 2 2 1199  
3288 3289 13 3.9462 -12.8185 -43.8163 4.1162 -12.6651 -45.3071 0.0340 39.0448 49.8000 5 2 13  
5314 5322 1862 1.3997 4.2758 -4.9946 0.9148 4.1921 -4.9057 0.0095 39.0463 29.1464 2 2 1862  
2738 2739 11 -1.6146 -4.5783 -50.9014 -1.5092 -4.6173 -52.3932 0.0505 39.0499 50.8000 5 2 11  
1836 1837 8 -8.6862 9.2495 -56.3645 -8.3875 8.9666 -57.8159 0.0569 39.0556 54.0000 5 2 8  
256 257 374 -0.1306 -2.1200 -17.0689 0.3109 -2.3537 -17.0469 0.0091 39.0587 40.4943 2 2 374  
4308 4309 17 -6.2983 -4.0029 -36.2768 -6.2770 -3.9970 -37.7745 0.0583 39.0863 44.4000 5 2 17  
6101 6102 25 2.0246 7.5969 -32.1660 1.9132 7.8124 -33.6256 0.0422 39.0989 37.0000 5 2 25  
2174 2175 9 -9.3232 -4.7358 -61.4291 -9.1769 -4.8304 -62.9246 0.0393 39.1082 53.5000 5 2 9  
6947 6948 30 -0.6891 9.6434 -14.0243 -0.6830 10.3329 -15.3817 0.0409 39.1256 31.1000 5 2 30  
4861 4862 1719 -5.3695 -4.4969 -15.7510 -4.7426 -5.0178 -16.3303 0.0132 39.1298 35.0886 3 2 1719  
3528 3641 1361 4.1255 -3.0672 -32.8472 4.1815 -3.1485 -32.8631 0.0093 39.1454 24.2187 3 2 1361  
3741 3742 15 -4.5562 -0.7170 -50.4417 -4.4591 -0.9247 -51.8922 0.0597 39.1474 47.1000 5 2 15  
6315 6316 26 4.1738 2.6675 -19.1357 4.4440 2.5381 -20.6079 0.0428 39.1508 34.8000 5 2 26  
6642 6643 28 -7.3318 -5.2789 -15.1480 -7.2164 -5.2922 -16.6254 0.0650 39.1555 33.8000 5 2 28  
6089 6171 2131 2.2546 5.7633 -14.4505 1.8432 5.5413 -14.6277 0.0089 39.1566 29.1642 2 2 2131  
5712 5713 23 -3.4455 -7.1946 -33.4896 -3.3003 -7.2567 -34.9702 0.0471 39.1640 38.0000 5 2 23  
2765 2779 1100 -3.2402 -2.0486 -0.0406 -3.3768 -2.1883 -0.5008 0.0090 39.1967 28.4825 2 2 1100  
4822 4823 1706 -5.2922 -3.6786 -2.7663 -6.0193 -4.2691 -2.4162 0.0106 39.2107 39.5583 3 2 1706  
870 1075 612 -0.6585 11.5222 -42.7492 -0.7381 11.4815 -42.7942 0.0100 39.2241 24.1644 3 2 612  
4084 4085 1487 -4.1055 2.7831 -7.8243 -3.7889 3.6178 -8.2749 0.0120 39.2296 40.1610 3 2 1487  
4841 4842 1713 -3.9053 -3.1477 -6.6813 -3.6569 -3.4458 -6.9966 0.0086 39.2390 38.4740 2 2 1713  
4034 4185 1520 -6.2556 3.8126 -28.6373 -6.6163 4.1533 -28.6988 0.0080 39.2422 28.4109 2 2 1520  
6633 6679 2301 -3.6391 -1.1567 -3.5131 -4.0141 -1.1507 -3.1824 0.0082 39.2431 28.2743 2 2 2301  
6519 6520 2247 3.2855 -5.1044 -7.4693 3.5009 -6.0323 -7.7734 0.0102 39.2432 27.5422 3 2 2247  
7544 7592 2608 1.8691 1.0356 -3.2328 1.8170 1.0967 -3.2924 0.0110 39.2455 24.0951 3 2 2608  
4586 4587 1637 -6.9808 -9.1498 -10.3781 -6.7854 -8.9819 -10.8066 0.0086 39.2464 37.4988 2 2 1637  
7548 7549 34 2.9776 1.5440 -8.9969 3.0946 1.5986 -10.5102 0.0586 39.2469 27.4000 5 2 34  
423 424 426 -1.9144 -0.3581 -42.4073 -2.3400 -0.4511 -42.6526 0.0089 39.2471 36.6870 2 2 426  
928 938 566 0.1544 4.2153 -5.9342 0.1474 4.2465 -6.4332 0.0107 39.2554 28.3427 2 2 566  
3280 3443 1302 4.1574 -13.0415 -31.9091 4.0358 -13.4890 -32.0961 0.0093 39.2594 28.2201 2 2 1302  
5554 5555 1937 1.6465 6.6509 -12.9320 0.7319 6.9284 -13.2263 0.0088 39.2601 32.3247 3 2 1937  
7111 7112 31 5.2050 5.2686 -10.4282 5.6197 5.5643 -11.8082 0.0553 39.2651 30.6000 5 2 31  
3115 3123 1205 -5.5235 12.7713 -16.1994 -5.6482 12.9207 -16.6599 0.0087 39.2688 28.2729 2 2 1205  
93 94 1 -2.0105 0.0275 -64.0517 -2.0231 0.0401 -65.0515 0.0255 39.2751 63.0000 1 2 1  
3366 3367 1277 3.1944 -12.8257 -14.4839 2.8179 -12.6710 -14.7744 0.0104 39.2779 37.9877 2 2 1277  
2730 2920 1148 -2.9489 -5.6130 -39.0201 -3.3997 -5.6579 -39.2317 0.0090 39.2866 28.1315 2 2 1148  
1972 1973 869 -9.8722 9.1782 -17.7629 -9.8806 8.6815 -17.8197 0.0089 39.2945 42.3625 2 2 869  
94 95 1 -2.0231 0.0401 -65.0515 -2.0250 0.0418 -65.0954 0.0255 39.3117 63.0000 1 2 1  
5477 5478 22 3.0565 8.4984 -36.1167 2.9975 8.4604 -37.6215 0.0387 39.3175 40.2000 5 2 22  
4772 4907 1734 -6.2517 -4.3031 -31.1647 -6.5695 -3.9500 -31.3206 0.0083 39.3249 28.2110 2 2 1734  
1929 1930 855 -10.0395 5.9575 -12.3716 -10.6069 5.3390 -12.9152 0.0110 39.3325 45.6441 3 2 855  
7955 7956 37 0.0749 0.0358 -1.0558 1.1161 0.4078 -2.1031 0.0604 39.3426 24.2000 5 2 37  
4859 4868 1720 -6.8585 -3.5208 -14.8432 -7.0960 -3.9455 -14.9583 0.0090 39.3587 28.6219 2 2 1720  
2244 2245 947 -8.9351 -3.5738 -15.0054 -9.0617 -3.2923 -14.6120 0.0080 39.3610 38.5931 2 2 947  
2845 2846 1123 -7.0644 -6.9900 -21.7063 -7.3251 -7.4056 -21.8026 0.0083 39.3647 37.6258 2 2 1123  
6157 6158 2126 1.9891 5.1031 -11.5533 1.1311 5.1400 -12.0657 0.0100 39.3677 30.3323 3 2 2126  
3032 3033 12 -5.4158 13.4089 -47.1156 -5.3192 13.4041 -48.6003 0.0330 39.3752 50.3000 5 2 12  
1578 1579 750 1.2785 -6.9065 -7.1485 0.7151 -7.7325 -7.1671 0.0107 39.3780 48.1954 3 2 750  
7231 7232 32 5.6723 -7.1945 -6.2888 6.3202 -8.1296 -7.2593 0.0595 39.3953 28.4000 5 2 32  
5027 5142 1807 6.1722 9.3513 -21.2588 5.9914 8.9466 -21.4903 0.0079 39.4166 28.2733 2 2 1807  
6454 6455 27 4.6065 -6.0533 -20.3007 4.1548 -6.0662 -21.7651 0.0597 39.4244 34.3000 5 2 27  
5251 5357 1875 2.4150 11.2875 -17.7953 1.9903 11.5102 -17.9366 0.0097 39.4299 28.4191 2 2 1875  
1171 1172 6 3.4007 -9.5038 -56.1015 3.6266 -9.5515 -57.5503 0.0543 39.4303 53.5000 5 2 6  
1909 1910 849 -11.5896 7.2894 -9.0464 -12.5792 7.3771 -8.9321 0.0110 39.4362 46.2692 3 2 849  
5468 5596 1951 3.2818 7.8346 -22.7561 3.0026 8.2228 -22.9021 0.0094 39.4475 27.6933 2 2 1951  
4782 4783 19 -5.6414 -5.1957 -46.0665 -5.7998 -5.1375 -47.6001 0.0487 39.4522 43.4000 5 2 19  
3532 3533 14 4.4585 -3.1977 -38.8425 4.3725 -3.1357 -40.3318 0.0301 39.4537 47.6000 5 2 14  
874 875 5 -0.2591 11.3886 -48.6568 -0.2383 11.4661 -50.1537 0.0634 39.4590 54.0000 5 2 5  
6760 6813 2342 0.6497 -1.3917 -3.6957 0.4302 -1.8391 -3.7366 0.0084 39.4860 28.3074 2 2 2342  
6936 6980 2399 -0.0074 0.0831 -1.0551 -0.4555 0.2435 -0.9020 0.0084 39.4884 28.5442 2 2 2399  
5071 5072 1784 0.5258 2.0408 -3.4959 0.7170 1.8380 -3.9110 0.0088 39.4929 37.4241 2 2 1784  
5028 5145 1808 6.8078 9.7401 -22.5777 6.6061 10.1598 -22.7600 0.0096 39.4936 27.5547 2 2 1808  
7380 7381 33 4.8026 2.9641 -9.8702 5.3409 3.1745 -11.2697 0.0576 39.4950 27.9000 5 2 33  
7838 7839 36 -1.0564 0.3438 -2.1164 -1.9573 0.5988 -3.2909 0.0463 39.5000 24.7000 5 2 36  
1867 1880 840 -4.6537 -1.1161 -3.6521 -4.3678 -1.4494 -3.8911 0.0076 39.5039 28.1412 2 2 840  
6306 6354 2195 3.0388 1.2941 -6.0166 3.4726 1.0886 -6.1567 0.0091 39.5068 28.4386 2 2 2195  
6772 6773 29 -0.3085 -6.0965 -20.6014 -0.2286 -6.1724 -22.1001 0.0572 39.5118 31.6000 5 2 29  
4568 4569 1631 -3.6831 -3.6825 -4.2492 -3.6025 -4.1225 -4.0258 0.0092 39.5157 40.2697 2 2 1631  
2509 2519 1029 -6.7062 0.7448 -8.6267 -6.9375 0.4007 -8.9060 0.0088 39.5199 27.7288 2 2 1029  
4341 4342 1568 -2.6430 -1.0032 -4.5953 -2.3823 -0.7382 -4.9296 0.0085 39.5315 39.1841 2 2 1568  
7707 7708 35 -0.7826 1.4886 -3.5856 -1.1661 1.8795 -4.9710 0.0633 39.5320 25.2000 5 2 35  
80 472 442 -1.6789 -0.1868 -54.2882 -1.4228 -0.5125 -54.5682 0.0075 39.5455 27.7311 2 2 442  
1661 1662 777 3.7707 -7.0867 -34.5703 3.5966 -6.6691 -34.7831 0.0078 39.5481 36.8363 2 2 777  
6307 6357 2196 3.3869 1.9767 -7.3268 3.8345 1.7673 -7.4036 0.0090 39.5547 27.6356 2 2 2196  
730 731 521 6.2386 -1.8921 -4.6120 7.0572 -2.3228 -4.9920 0.0101 39.5696 58.0595 3 2 521  
1494 1495 7 3.6145 -7.8489 -65.5553 3.4478 -7.9260 -67.0326 0.0522 39.5702 53.0000 5 2 7  
4527 4528 18 -9.5600 -16.0694 -49.2150 -9.7247 -16.0586 -50.7179 0.0445 39.5856 43.9000 5 2 18  
4300 4408 1590 -5.5239 -3.2378 -24.3793 -5.6246 -3.7228 -24.4476 0.0092 39.5930 28.0622 2 2 1590  
5037 5038 20 7.5232 11.4287 -35.7897 7.5065 11.3105 -37.2734 0.0578 39.5986 41.2000 5 2 20  
213 214 362 -0.5527 4.4619 -10.3388 -0.8067 4.7226 -9.9959 0.0083 39.6014 38.5802 2 2 362  
2166 2330 977 -8.6463 -5.2185 -49.5151 -8.1469 -5.2384 -49.5008 0.0086 39.6308 27.9706 2 2 977  
4039 4205 1527 -6.9199 3.9683 -36.0850 -6.8640 3.8868 -36.1000 0.0105 39.6360 23.9685 3 2 1527  
3418 3419 1294 4.0770 -13.4823 -28.9782 4.9599 -13.8991 -29.1944 0.0109 39.6416 29.9681 3 2 1294  
4043 4044 16 -6.8985 3.7206 -42.1006 -6.7118 3.5069 -43.5914 0.0572 39.6471 46.6000 5 2 16  
2449 2450 10 -7.6677 0.3183 -52.9913 -7.6097 0.2877 -54.4797 0.0543 39.6496 53.0000 5 2 10  
2548 2549 1039 -5.0300 -0.7714 -21.0168 -4.4736 -1.5798 -21.2087 0.0107 39.6672 39.8943 3 2 1039  
5087 5088 1789 0.6594 5.0383 -10.1417 0.6675 4.2717 -10.7838 0.0096 39.6801 34.3554 3 2 1789  
5924 5925 24 -1.6728 -9.8240 -26.8560 -1.7211 -9.8459 -28.3445 0.0422 39.6808 37.5000 5 2 24  
2441 2641 1068 -7.9663 0.7791 -41.0420 -7.5696 0.5787 -41.2712 0.0087 39.6829 27.8749 2 2 1068  
4516 4650 1658 -9.6540 -16.0734 -32.7053 -9.6770 -16.4757 -33.0013 0.0087 39.7097 28.3370 2 2 1658  
5261 5262 21 2.0108 11.7589 -32.6078 1.8825 12.0446 -34.0710 0.0483 39.7145 40.7000 5 2 21  
664 665 506 -5.6431 -2.4233 -13.7578 -6.1268 -1.7984 -14.3705 0.0115 39.7379 43.2080 3 2 506  
6102 6103 25 1.9132 7.8124 -33.6256 1.8102 8.0361 -35.1025 0.0422 39.7480 37.0000 5 2 25  
6090 6174 2132 2.2383 6.0772 -15.8949 2.6354 5.8815 -16.1273 0.0092 39.7599 28.5846 2 2 2132  
5703 5806 2017 -3.2223 -5.8331 -20.2472 -2.9405 -6.2454 -20.2240 0.0082 39.7726 27.5257 2 2 2017  
4847 4848 1715 -5.1924 -2.6302 -9.2694 -5.0177 -2.1737 -9.3744 0.0094 39.7728 37.3590 2 2 1715  
6948 6949 30 -0.6830 10.3329 -15.3817 -0.6487 11.0209 -16.7243 0.0409 39.7739 31.1000 5 2 30  
7549 7550 34 3.0946 1.5986 -10.5102 3.2229 1.6731 -11.9927 0.0586 39.7806 27.4000 5 2 34  
4813 4814 1704 -0.8392 -1.2086 -1.9980 -0.5826 -1.5880 -2.1986 0.0100 39.7842 40.6129 2 2 1704  
3832 3833 1411 -6.3708 2.7152 -6.9986 -7.1448 3.3350 -6.8694 0.0103 39.8024 41.7968 3 2 1411  
3580 3581 1341 2.5591 -3.8908 -13.4067 2.0768 -3.8326 -13.5252 0.0092 39.8183 36.7559 2 2 1341  
3905 3906 1435 -6.1503 -0.6208 -32.6510 -7.0442 -1.0143 -32.8658 0.0112 39.8313 30.6347 3 2 1435  
7956 7957 37 1.1161 0.4078 -2.1031 2.1591 0.5665 -3.1369 0.0604 39.8416 24.2000 5 2 37  
5713 5714 23 -3.3003 -7.2567 -34.9702 -3.1556 -7.3204 -36.4476 0.0471 39.8475 38.0000 5 2 23  
6180 6181 2134 2.2445 5.9437 -18.9214 1.4723 5.5498 -19.4199 0.0103 39.8537 27.3945 3 2 2134  
1485 1697 789 3.6813 -8.0901 -52.3172 4.0673 -8.4067 -52.3441 0.0086 39.8614 28.0409 2 2 789  
4344 4345 1569 -3.9729 -2.1485 -5.1680 -4.2243 -2.5102 -4.9314 0.0087 39.8688 38.4380 2 2 1569  
6312 6372 2201 4.1144 2.7566 -14.6743 4.2046 2.7875 -14.7045 0.0109 39.8803 23.5337 3 2 2201  
3577 3578 1340 3.3573 -3.9096 -11.8752 3.8354 -4.0511 -11.9132 0.0086 39.8877 37.6116 2 2 1340  
1204 1213 647 2.7487 -3.8132 -3.8954 2.7226 -4.0472 -4.3365 0.0091 39.8947 27.5888 2 2 647  
3574 3575 1339 3.0009 -3.7010 -10.3624 3.2920 -4.1008 -10.2891 0.0095 39.9070 38.4657 2 2 1339  
3525 3624 1355 3.9323 -3.1426 -28.3582 3.7537 -3.5965 -28.4684 0.0092 39.9114 27.2926 2 2 1355  
4145 4146 1507 -5.0834 3.8207 -24.5970 -4.1747 3.9384 -24.9975 0.0120 39.9222 30.9167 3 2 1507  
4589 4590 1638 -7.2972 -10.6380 -11.0782 -6.8937 -10.8511 -11.2827 0.0095 39.9395 37.0103 2 2 1638  
397 398 418 -1.5448 -0.5000 -38.1987 -1.5109 -0.0217 -38.3402 0.0092 39.9403 39.5154 2 2 418  
1287 1288 671 1.9526 -8.2100 -22.0023 1.9566 -7.7943 -22.2801 0.0089 39.9433 40.2167 2 2 671  
5702 5803 2016 -3.1875 -5.3910 -18.8189 -3.6803 -5.3968 -18.9035 0.0082 39.9545 28.1555 2 2 2016  
6643 6644 28 -7.2164 -5.2922 -16.6254 -7.1172 -5.3013 -18.0977 0.0650 39.9639 33.8000 5 2 28  
3886 3887 1429 -5.8133 0.1085 -28.1638 -6.6219 0.6481 -28.3986 0.0115 39.9676 32.7817 3 2 1429  
5742 5750 1997 0.0426 -0.1268 -1.0600 0.3924 0.1533 -0.8382 0.0094 39.9701 28.5878 2 2 1997  
560 598 491 3.5774 -4.5820 -16.8998 3.1403 -4.7343 -17.0890 0.0085 39.9804 27.6363 2 2 491  
1955 1956 863 -13.5186 10.4238 -17.2088 -14.4582 10.5667 -17.5200 0.0107 39.9847 43.0410 3 2 863  
4592 4593 1639 -8.2254 -11.7763 -11.3849 -8.2966 -12.0763 -10.9912 0.0089 39.9861 36.5204 2 2 1639  
3742 3743 15 -4.4591 -0.9247 -51.8922 -4.3880 -1.0914 -53.3944 0.0597 39.9954 47.1000 5 2 15  
3289 3290 13 4.1162 -12.6651 -45.3071 4.3262 -12.7201 -46.7636 0.0340 39.9975 49.8000 5 2 13  
2739 2740 11 -1.5092 -4.6173 -52.3932 -1.4140 -4.6621 -53.9005 0.0505 40.0013 50.8000 5 2 11  
6316 6317 26 4.4440 2.5381 -20.6079 4.3756 2.2186 -22.0833 0.0428 40.0036 34.8000 5 2 26  
3024 3193 1229 -5.5957 13.5591 -35.1874 -5.2209 13.2322 -35.2387 0.0078 40.0073 27.8016 2 2 1229  
7232 7233 32 6.3202 -8.1296 -7.2593 6.9994 -8.9592 -8.2863 0.0595 40.0100 28.4000 5 2 32  
4309 4310 17 -6.2770 -3.9970 -37.7745 -6.3465 -4.0057 -39.2667 0.0583 40.0160 44.4000 5 2 17  
2175 2176 9 -9.1769 -4.8304 -62.9246 -9.1538 -4.9769 -64.3958 0.0393 40.0168 53.5000 5 2 9  
81 475 443 -1.6387 -0.1153 -55.2546 -1.4237 -0.4761 -55.5259 0.0080 40.0343 26.9663 2 2 443  
1163 1372 698 2.5098 -9.4829 -44.1678 2.9648 -9.3352 -44.3134 0.0086 40.0411 27.9489 2 2 698  
5478 5479 22 2.9975 8.4604 -37.6215 2.9166 8.4027 -39.0860 0.0387 40.0543 40.2000 5 2 22  
1266 1277 666 1.6725 -10.3752 -19.5397 1.6523 -10.2692 -20.0279 0.0099 40.0598 26.9365 2 2 666  
7112 7113 31 5.6197 5.5643 -11.8082 5.9608 5.8016 -13.2433 0.0553 40.0608 30.6000 5 2 31  
7381 7382 33 5.3409 3.1745 -11.2697 5.6579 3.2735 -12.7364 0.0576 40.0676 27.9000 5 2 33  
1837 1838 8 -8.3875 8.9666 -57.8159 -8.2453 8.7901 -59.3059 0.0569 40.0692 54.0000 5 2 8  
1829 2061 899 -9.0773 9.9644 -45.9686 -9.3629 10.3711 -46.0234 0.0088 40.0762 27.4420 2 2 899  
432 440 430 -1.5167 0.1905 -45.4431 -1.9213 0.2858 -45.7210 0.0091 40.0896 27.7086 2 2 430  
6773 6774 29 -0.2286 -6.1724 -22.1001 -0.2021 -6.2648 -23.5829 0.0572 40.0924 31.6000 5 2 29  
6444 6516 2246 2.9207 -4.5603 -6.0695 2.6053 -4.3369 -6.3868 0.0089 40.0950 28.2177 2 2 2246  
