 ******* Program HYDRUS
 ******* Example 2 - Grass Field Problem (Hupselse Beek 1982)                    
 Date: ***.**.    Time: ***: 0:**
 Units: L = cm   , T = days , M = -    


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  90   -89.0000   -1329.168 0.1185   0.6727E-05  0.1732E-04 -0.5650E-05  0.1529E-05      -1  -0.226E-06   20.00
  91   -90.0000   -1328.997 0.1185   0.6730E-05  0.1732E-04 -0.5762E-05  0.6817E-06      -1  -0.231E-06   20.00
  92   -91.0000   -1328.881 0.1185   0.6731E-05  0.1733E-04 -0.6005E-05  0.6698E-06      -1  -0.241E-06   20.00
  93   -92.0000   -1328.781 0.1185   0.6733E-05  0.1733E-04 -0.6332E-05  0.0000E+00      -1  -0.254E-06   20.00
  94   -93.0000   -1328.762 0.1185   0.6733E-05  0.1733E-04 -0.6543E-05  0.6741E-06      -1  -0.262E-06   20.00
  95   -94.0000   -1328.725 0.1185   0.6733E-05  0.1733E-04 -0.6482E-05  0.6483E-06      -1  -0.260E-06   20.00
  96   -95.0000   -1328.687 0.1185   0.6734E-05  0.1733E-04 -0.6612E-05  0.0000E+00      -1  -0.265E-06   20.00
  97   -96.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6745E-05  0.0000E+00      -1  -0.270E-06   20.00
  98   -97.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6739E-05  0.0000E+00      -1  -0.270E-06   20.00
  99   -98.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6733E-05  0.0000E+00      -1  -0.270E-06   20.00
 100   -99.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
 101  -100.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
end


 Time:        0.2500


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.8944E-02  0.1086E-02      -1  -0.358E-03   20.00
   2    -1.0000   -3751.508 0.1007   0.1985E-06  0.3434E-05 -0.4588E-02  0.7422E-02      -1  -0.184E-03   20.00
   3    -2.0000  -11402.584 0.0901   0.4189E-08  0.5946E-06 -0.3894E-03  0.4945E-03      -1  -0.156E-04   20.00
   4    -3.0000  -12253.905 0.0896   0.3279E-08  0.5314E-06 -0.1696E-05 -0.2088E-03      -1  -0.679E-07   20.00
   5    -4.0000  -12317.066 0.0896   0.3222E-08  0.5272E-06 -0.1107E-06 -0.2370E-03      -1  -0.443E-08   20.00
   6    -5.0000  -12320.043 0.0896   0.3220E-08  0.5270E-06 -0.3798E-06 -0.2417E-03      -1  -0.152E-07   20.00
   7    -6.0000  -12558.523 0.0895   0.3017E-08  0.5115E-06 -0.7173E-07 -0.2597E-03      -1  -0.287E-08   20.00
   8    -7.0000  -12362.869 0.0896   0.3182E-08  0.5242E-06  0.2496E-06 -0.2528E-03      -1   0.100E-07   20.00
   9    -8.0000  -12394.723 0.0896   0.3154E-08  0.5221E-06 -0.4936E-07 -0.2602E-03      -1  -0.198E-08   20.00
  10    -9.0000  -12392.024 0.0896   0.3157E-08  0.5222E-06 -0.4363E-06 -0.2606E-03      -1  -0.175E-07   20.00
  11   -10.0000  -12679.983 0.0894   0.2919E-08  0.5038E-06 -0.3585E-06 -0.2184E-03      -1  -0.144E-07   20.00
  12   -11.0000  -12624.302 0.0894   0.2963E-08  0.5073E-06  0.1172E-06 -0.2416E-03      -1   0.470E-08   20.00
  13   -12.0000  -12598.575 0.0895   0.2984E-08  0.5089E-06  0.4600E-08 -0.2488E-03      -1   0.184E-09   20.00
  14   -13.0000  -12619.193 0.0894   0.2968E-08  0.5076E-06  0.2302E-08 -0.2432E-03      -1   0.922E-10   20.00
  15   -14.0000  -12595.039 0.0895   0.2987E-08  0.5092E-06  0.1076E-06 -0.2503E-03      -1   0.431E-08   20.00
  16   -15.0000  -12545.426 0.0895   0.3027E-08  0.5123E-06 -0.3349E-07 -0.2613E-03      -1  -0.134E-08   20.00
  17   -16.0000  -12615.506 0.0894   0.2970E-08  0.5079E-06 -0.8434E-07 -0.2435E-03      -1  -0.338E-08   20.00
  18   -17.0000  -12599.565 0.0894   0.2983E-08  0.5089E-06  0.3720E-07 -0.2473E-03      -1   0.149E-08   20.00
  19   -18.0000  -12588.548 0.0895   0.2992E-08  0.5096E-06 -0.1743E-06 -0.2512E-03      -1  -0.698E-08   20.00
  20   -19.0000  -12716.219 0.0894   0.2891E-08  0.5016E-06 -0.2198E-06 -0.1986E-03      -1  -0.881E-08   20.00
  21   -20.0000  -12736.431 0.0894   0.2876E-08  0.5004E-06  0.8792E-07 -0.1859E-03      -1   0.352E-08   20.00
  22   -21.0000  -12653.927 0.0894   0.2940E-08  0.5055E-06  0.8369E-07 -0.2269E-03      -1   0.335E-08   20.00
  23   -22.0000  -12676.678 0.0894   0.2922E-08  0.5040E-06 -0.5234E-07 -0.2075E-03      -1  -0.210E-08   20.00
  24   -23.0000  -12687.697 0.0894   0.2913E-08  0.5034E-06  0.8962E-07 -0.1991E-03      -1   0.359E-08   20.00
  25   -24.0000  -12613.867 0.0894   0.2972E-08  0.5080E-06 -0.4531E-07 -0.1407E-03      -1  -0.182E-08   20.00
  26   -25.0000  -12716.896 0.0894   0.2891E-08  0.5016E-06 -0.8346E-08 -0.1732E-03      -1  -0.334E-09   20.00
  27   -26.0000  -12617.513 0.0894   0.2969E-08  0.5077E-06  0.6847E-06 -0.1792E-03      -1   0.274E-07   20.00
  28   -27.0000  -12269.633 0.0896   0.3265E-08  0.5304E-06  0.2004E-07 -0.6116E-04      -1   0.803E-09   20.00
  29   -28.0000  -12601.984 0.0894   0.2981E-08  0.5087E-06 -0.5439E-06 -0.1439E-03      -1  -0.218E-07   20.00
  30   -29.0000  -12616.674 0.0894   0.2970E-08  0.5078E-06  0.3265E-06 -0.2142E-03      -1   0.131E-07   20.00
  31   -30.0000  -12387.406 0.0896   0.3161E-08  0.5225E-06  0.1560E-05 -0.1066E-03      -1   0.625E-07   20.00
  32   -31.0000  -11695.411 0.0899   0.3843E-08  0.5715E-06  0.4220E-05  0.4661E-04      -1   0.169E-06   20.00
  33   -32.0000  -10429.180 0.0907   0.5673E-08  0.6834E-06  0.6982E-06  0.2754E-03      -1   0.280E-07   20.00
  34   -33.0000  -11360.887 0.0901   0.4241E-08  0.5980E-06 -0.2535E-05  0.1369E-03      -1  -0.102E-06   20.00
  35   -34.0000  -11466.938 0.0901   0.4109E-08  0.5894E-06  0.1042E-04  0.1343E-03      -1   0.418E-06   20.00
  36   -35.0000   -8720.750 0.0921   0.1141E-07  0.9264E-06  0.1852E-04  0.5003E-03      -1   0.742E-06   20.00
  37   -36.0000   -7631.212 0.0932   0.1754E-07  0.1131E-05  0.1241E-04  0.6108E-03      -1   0.497E-06   20.00
  38   -37.0000   -7175.083 0.0938   0.2236E-07  0.1258E-05  0.3631E-04  0.8586E-03      -1   0.145E-05   20.00
  39   -38.0000   -5516.147 0.0963   0.5430E-07  0.1894E-05  0.5891E-04  0.1139E-02      -1   0.236E-05   20.00
  40   -39.0000   -4754.283 0.0978   0.8838E-07  0.2371E-05  0.4225E-04  0.9768E-03      -1   0.169E-05   20.00
  41   -40.0000   -4453.117 0.0986   0.1130E-06  0.2647E-05  0.4390E-04  0.1110E-02      -1   0.176E-05   20.00
  42   -41.0000   -4012.773 0.0998   0.1491E-06  0.3051E-05  0.1228E-04  0.8537E-03      -1   0.492E-06   20.00
  43   -42.0000   -4248.507 0.0991   0.1298E-06  0.2834E-05  0.3635E-04  0.1068E-02      -1   0.146E-05   20.00
  44   -43.0000   -3646.998 0.1010   0.2223E-06  0.3608E-05  0.1101E-03  0.9933E-03      -1   0.441E-05   20.00
  45   -44.0000   -3222.793 0.1026   0.3189E-06  0.4313E-05  0.8376E-04  0.9499E-03      -1   0.336E-05   20.00
  46   -45.0000   -3069.345 0.1033   0.3766E-06  0.4644E-05 -0.1555E-04  0.7678E-03      -1  -0.623E-06   20.00
  47   -46.0000   -3318.011 0.1023   0.2972E-06  0.4154E-05  0.3917E-04  0.1262E-02      -1   0.157E-05   20.00
  48   -47.0000   -2900.746 0.1042   0.4834E-06  0.5152E-05  0.1325E-03  0.9368E-03      -1   0.531E-05   20.00
  49   -48.0000   -2710.929 0.1052   0.6035E-06  0.5724E-05  0.8714E-04  0.8682E-03      -1   0.349E-05   20.00
  50   -49.0000   -2597.814 0.1058   0.6751E-06  0.6065E-05  0.1711E-03  0.1182E-02      -1   0.686E-05   20.00
  51   -50.0000   -2288.912 0.1079   0.1083E-05  0.7456E-05  0.2444E-03  0.8414E-03      -1   0.979E-05   20.00
  52   -51.0000   -2111.799 0.1093   0.1394E-05  0.8423E-05  0.1043E-03  0.4905E-03      -1   0.418E-05   20.00
  53   -52.0000   -2117.662 0.1092   0.1384E-05  0.8391E-05  0.7364E-04  0.9738E-03      -1   0.295E-05   20.00
  54   -53.0000   -2010.592 0.1101   0.1573E-05  0.8976E-05  0.1317E-03  0.7101E-03      -1   0.528E-05   20.00
  55   -54.0000   -1945.266 0.1106   0.1743E-05  0.9411E-05  0.4967E-04  0.5504E-03      -1   0.199E-05   20.00
  56   -55.0000   -1948.475 0.1106   0.1727E-05  0.9380E-05  0.1608E-03  0.1159E-02      -1   0.644E-05   20.00
  57   -56.0000   -1791.686 0.1123   0.2494E-05  0.1093E-04  0.2726E-03  0.4307E-03      -1   0.109E-04   20.00
  58   -57.0000   -1710.355 0.1132   0.2892E-05  0.1173E-04  0.1938E-03  0.3924E-03      -1   0.776E-05   20.00
  59   -58.0000   -1652.903 0.1138   0.3173E-05  0.1230E-04  0.1745E-03  0.4082E-03      -1   0.699E-05   20.00
  60   -59.0000   -1598.141 0.1144   0.3441E-05  0.1284E-04  0.1518E-03  0.3219E-03      -1   0.608E-05   20.00
  61   -60.0000   -1561.524 0.1149   0.3620E-05  0.1321E-04  0.9870E-04  0.3219E-03      -1   0.395E-05   20.00
  62   -61.0000   -1541.331 0.1151   0.3844E-05  0.1352E-04  0.1077E-03  0.4445E-03      -1   0.432E-05   20.00
  63   -62.0000   -1505.170 0.1157   0.4335E-05  0.1417E-04  0.8872E-04  0.1826E-03      -1   0.355E-05   20.00
  64   -63.0000   -1496.513 0.1159   0.4453E-05  0.1432E-04  0.3700E-04  0.2953E-03      -1   0.148E-05   20.00
  65   -64.0000   -1486.587 0.1160   0.4588E-05  0.1450E-04  0.3828E-04  0.3222E-03      -1   0.153E-05   20.00
  66   -65.0000   -1477.797 0.1162   0.4707E-05  0.1466E-04  0.7739E-04  0.4435E-03      -1   0.310E-05   20.00
  67   -66.0000   -1452.494 0.1166   0.5051E-05  0.1511E-04  0.7631E-04  0.2407E-03      -1   0.306E-05   20.00
  68   -67.0000   -1444.823 0.1167   0.5156E-05  0.1525E-04  0.8459E-04  0.4264E-03      -1   0.339E-05   20.00
  69   -68.0000   -1418.490 0.1171   0.5513E-05  0.1572E-04  0.1149E-03  0.2028E-03      -1   0.460E-05   20.00
  70   -69.0000   -1400.688 0.1174   0.5755E-05  0.1604E-04  0.7015E-04  0.1234E-03      -1   0.281E-05   20.00
  71   -70.0000   -1391.841 0.1175   0.5876E-05  0.1620E-04  0.5406E-04  0.1728E-03      -1   0.217E-05   20.00
  72   -71.0000   -1380.346 0.1177   0.6032E-05  0.1640E-04  0.5850E-04  0.1175E-03      -1   0.234E-05   20.00
  73   -72.0000   -1370.408 0.1179   0.6167E-05  0.1658E-04  0.4390E-04  0.6097E-04      -1   0.176E-05   20.00
  74   -73.0000   -1364.048 0.1180   0.6253E-05  0.1670E-04  0.3394E-04  0.7332E-04      -1   0.136E-05   20.00
  75   -74.0000   -1357.554 0.1181   0.6342E-05  0.1681E-04  0.3236E-04  0.6048E-04      -1   0.130E-05   20.00
  76   -75.0000   -1351.832 0.1182   0.6419E-05  0.1692E-04  0.2773E-04  0.4817E-04      -1   0.111E-05   20.00
  77   -76.0000   -1346.907 0.1182   0.6486E-05  0.1700E-04  0.2504E-04  0.4133E-04      -1   0.100E-05   20.00
  78   -77.0000   -1342.109 0.1183   0.6551E-05  0.1709E-04  0.1629E-04  0.5347E-05      -1   0.653E-06   20.00
  79   -78.0000   -1339.918 0.1183   0.6581E-05  0.1713E-04  0.8926E-05  0.2331E-04      -1   0.358E-06   20.00
  80   -79.0000   -1337.398 0.1184   0.6615E-05  0.1717E-04  0.8190E-05  0.1192E-04      -1   0.328E-06   20.00
  81   -80.0000   -1335.440 0.1184   0.6642E-05  0.1721E-04  0.4777E-05  0.7402E-05      -1   0.191E-06   20.00
  82   -81.0000   -1333.958 0.1184   0.6662E-05  0.1724E-04  0.2472E-05  0.7637E-05      -1   0.990E-07   20.00
  83   -82.0000   -1332.698 0.1185   0.6679E-05  0.1726E-04  0.6775E-06  0.7986E-05      -1   0.271E-07   20.00
  84   -83.0000   -1331.755 0.1185   0.6692E-05  0.1727E-04 -0.1058E-05  0.3163E-05      -1  -0.424E-07   20.00
  85   -84.0000   -1331.014 0.1185   0.6702E-05  0.1729E-04 -0.2017E-05  0.3046E-05      -1  -0.808E-07   20.00
  86   -85.0000   -1330.357 0.1185   0.6711E-05  0.1730E-04 -0.3217E-05  0.9818E-06      -1  -0.129E-06   20.00
  87   -86.0000   -1329.973 0.1185   0.6716E-05  0.1731E-04 -0.4322E-05  0.1617E-05      -1  -0.173E-06   20.00
  88   -87.0000   -1329.644 0.1185   0.6721E-05  0.1731E-04 -0.4530E-05  0.1588E-05      -1  -0.182E-06   20.00
  89   -88.0000   -1329.321 0.1185   0.6725E-05  0.1732E-04 -0.5138E-05  0.0000E+00      -1  -0.206E-06   20.00
  90   -89.0000   -1329.172 0.1185   0.6727E-05  0.1732E-04 -0.5647E-05  0.1527E-05      -1  -0.226E-06   20.00
  91   -90.0000   -1329.000 0.1185   0.6730E-05  0.1732E-04 -0.5758E-05  0.6810E-06      -1  -0.231E-06   20.00
  92   -91.0000   -1328.883 0.1185   0.6731E-05  0.1733E-04 -0.6002E-05  0.6691E-06      -1  -0.240E-06   20.00
  93   -92.0000   -1328.783 0.1185   0.6733E-05  0.1733E-04 -0.6330E-05  0.0000E+00      -1  -0.254E-06   20.00
  94   -93.0000   -1328.763 0.1185   0.6733E-05  0.1733E-04 -0.6543E-05  0.6734E-06      -1  -0.262E-06   20.00
  95   -94.0000   -1328.727 0.1185   0.6733E-05  0.1733E-04 -0.6478E-05  0.6476E-06      -1  -0.260E-06   20.00
  96   -95.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6605E-05  0.0000E+00      -1  -0.265E-06   20.00
  97   -96.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6743E-05  0.0000E+00      -1  -0.270E-06   20.00
  98   -97.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6739E-05  0.0000E+00      -1  -0.270E-06   20.00
  99   -98.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6733E-05  0.0000E+00      -1  -0.270E-06   20.00
 100   -99.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
 101  -100.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
end


 Time:        0.2917


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.9161E-02  0.1391E-02      -1  -0.367E-03   20.00
   2    -1.0000   -3771.648 0.1006   0.1939E-06  0.3400E-05 -0.4616E-02  0.1010E-01      -1  -0.185E-03   20.00
   3    -2.0000  -11514.518 0.0900   0.4051E-08  0.5856E-06 -0.3849E-03  0.2884E-02      -1  -0.154E-04   20.00
   4    -3.0000  -12382.097 0.0896   0.3165E-08  0.5229E-06 -0.1645E-05  0.2141E-02      -1  -0.659E-07   20.00
   5    -4.0000  -12430.804 0.0895   0.3123E-08  0.5197E-06 -0.8543E-07  0.1904E-02      -1  -0.342E-08   20.00
   6    -5.0000  -12434.477 0.0895   0.3120E-08  0.5194E-06 -0.2947E-06  0.1915E-02      -1  -0.118E-07   20.00
   7    -6.0000  -12622.433 0.0894   0.2965E-08  0.5074E-06 -0.5234E-07  0.1095E-02      -1  -0.210E-08   20.00
   8    -7.0000  -12466.197 0.0895   0.3093E-08  0.5174E-06  0.1952E-06  0.1736E-02      -1   0.782E-08   20.00
   9    -8.0000  -12491.048 0.0895   0.3072E-08  0.5158E-06 -0.3828E-07  0.1623E-02      -1  -0.153E-08   20.00
  10    -9.0000  -12489.029 0.0895   0.3074E-08  0.5159E-06 -0.3462E-06  0.1633E-02      -1  -0.139E-07   20.00
  11   -10.0000  -12721.403 0.0894   0.2887E-08  0.5013E-06 -0.2825E-06  0.7199E-03      -1  -0.113E-07   20.00
  12   -11.0000  -12675.496 0.0894   0.2923E-08  0.5041E-06  0.9518E-07  0.8825E-03      -1   0.381E-08   20.00
  13   -12.0000  -12654.057 0.0894   0.2940E-08  0.5054E-06  0.3637E-08  0.9539E-03      -1   0.146E-09   20.00
  14   -13.0000  -12671.004 0.0894   0.2926E-08  0.5044E-06  0.1494E-08  0.8937E-03      -1   0.598E-10   20.00
  15   -14.0000  -12651.046 0.0894   0.2942E-08  0.5056E-06  0.8649E-07  0.9626E-03      -1   0.347E-08   20.00
  16   -15.0000  -12610.374 0.0894   0.2974E-08  0.5082E-06 -0.2708E-07  0.1111E-02      -1  -0.109E-08   20.00
  17   -16.0000  -12667.484 0.0894   0.2929E-08  0.5046E-06 -0.6744E-07  0.8960E-03      -1  -0.270E-08   20.00
  18   -17.0000  -12653.993 0.0894   0.2940E-08  0.5054E-06  0.3004E-07  0.9369E-03      -1   0.120E-08   20.00
  19   -18.0000  -12645.037 0.0894   0.2947E-08  0.5060E-06 -0.1434E-06  0.9710E-03      -1  -0.574E-08   20.00
  20   -19.0000  -12750.776 0.0894   0.2865E-08  0.4995E-06 -0.1804E-06  0.6038E-03      -1  -0.723E-08   20.00
  21   -20.0000  -12767.525 0.0894   0.2852E-08  0.4985E-06  0.7287E-07  0.5450E-03      -1   0.292E-08   20.00
  22   -21.0000  -12698.270 0.0894   0.2905E-08  0.5027E-06  0.7197E-07  0.7688E-03      -1   0.288E-08   20.00
  23   -22.0000  -12715.392 0.0894   0.2892E-08  0.5016E-06 -0.4009E-07  0.6739E-03      -1  -0.161E-08   20.00
  24   -23.0000  -12723.963 0.0894   0.2885E-08  0.5011E-06  0.1019E-06  0.6327E-03      -1   0.408E-08   20.00
  25   -24.0000  -12643.586 0.0894   0.2948E-08  0.5061E-06 -0.3550E-07  0.5161E-03      -1  -0.142E-08   20.00
  26   -25.0000  -12746.616 0.0894   0.2868E-08  0.4997E-06 -0.1934E-07  0.5216E-03      -1  -0.775E-09   20.00
  27   -26.0000  -12654.752 0.0894   0.2939E-08  0.5054E-06  0.6749E-06  0.6476E-03      -1   0.270E-07   20.00
  28   -27.0000  -12302.004 0.0896   0.3236E-08  0.5282E-06  0.2949E-07  0.5541E-03      -1   0.118E-08   20.00
  29   -28.0000  -12632.711 0.0894   0.2957E-08  0.5068E-06 -0.5566E-06  0.5357E-03      -1  -0.223E-07   20.00
  30   -29.0000  -12660.945 0.0894   0.2934E-08  0.5050E-06  0.3127E-06  0.7686E-03      -1   0.125E-07   20.00
  31   -30.0000  -12425.217 0.0895   0.3128E-08  0.5200E-06  0.1565E-05  0.6528E-03      -1   0.627E-07   20.00
  32   -31.0000  -11726.580 0.0899   0.3808E-08  0.5692E-06  0.4158E-05  0.5488E-03      -1   0.167E-06   20.00
  33   -32.0000  -10471.397 0.0907   0.5596E-08  0.6791E-06  0.6615E-06  0.8038E-03      -1   0.265E-07   20.00
  34   -33.0000  -11405.770 0.0901   0.4185E-08  0.5943E-06 -0.2520E-05  0.8022E-03      -1  -0.101E-06   20.00
  35   -34.0000  -11517.924 0.0900   0.4048E-08  0.5853E-06  0.1031E-04  0.9246E-03      -1   0.413E-06   20.00
  36   -35.0000   -8761.530 0.0921   0.1125E-07  0.9201E-06  0.1835E-04  0.9562E-03      -1   0.735E-06   20.00
  37   -36.0000   -7662.294 0.0932   0.1721E-07  0.1122E-05  0.1218E-04  0.1029E-02      -1   0.488E-06   20.00
  38   -37.0000   -7215.237 0.0937   0.2193E-07  0.1247E-05  0.3561E-04  0.1389E-02      -1   0.143E-05   20.00
  39   -38.0000   -5551.880 0.0962   0.5324E-07  0.1876E-05  0.5837E-04  0.1662E-02      -1   0.234E-05   20.00
  40   -39.0000   -4775.307 0.0978   0.8666E-07  0.2351E-05  0.4188E-04  0.1380E-02      -1   0.168E-05   20.00
  41   -40.0000   -4475.888 0.0986   0.1112E-06  0.2626E-05  0.4341E-04  0.1549E-02      -1   0.174E-05   20.00
  42   -41.0000   -4031.863 0.0997   0.1475E-06  0.3033E-05  0.1227E-04  0.1174E-02      -1   0.492E-06   20.00
  43   -42.0000   -4268.490 0.0991   0.1281E-06  0.2816E-05  0.3627E-04  0.1480E-02      -1   0.145E-05   20.00
  44   -43.0000   -3661.042 0.1010   0.2191E-06  0.3584E-05  0.1092E-03  0.1350E-02      -1   0.438E-05   20.00
  45   -44.0000   -3236.851 0.1026   0.3157E-06  0.4289E-05  0.8370E-04  0.1274E-02      -1   0.335E-05   20.00
  46   -45.0000   -3077.922 0.1032   0.3712E-06  0.4618E-05 -0.1546E-04  0.1026E-02      -1  -0.620E-06   20.00
  47   -46.0000   -3333.066 0.1022   0.2938E-06  0.4129E-05  0.3871E-04  0.1697E-02      -1   0.155E-05   20.00
  48   -47.0000   -2910.332 0.1041   0.4773E-06  0.5123E-05  0.1323E-03  0.1246E-02      -1   0.530E-05   20.00
  49   -48.0000   -2719.592 0.1052   0.5980E-06  0.5698E-05  0.8613E-04  0.1149E-02      -1   0.345E-05   20.00
  50   -49.0000   -2607.691 0.1058   0.6689E-06  0.6035E-05  0.1709E-03  0.1560E-02      -1   0.685E-05   20.00
  51   -50.0000   -2294.827 0.1079   0.1072E-05  0.7424E-05  0.2449E-03  0.1102E-02      -1   0.981E-05   20.00
  52   -51.0000   -2116.307 0.1092   0.1386E-05  0.8399E-05  0.1036E-03  0.6397E-03      -1   0.415E-05   20.00
  53   -52.0000   -2123.252 0.1092   0.1374E-05  0.8361E-05  0.7287E-04  0.1270E-02      -1   0.292E-05   20.00
  54   -53.0000   -2015.582 0.1100   0.1564E-05  0.8949E-05  0.1329E-03  0.9239E-03      -1   0.533E-05   20.00
  55   -54.0000   -1948.251 0.1106   0.1729E-05  0.9382E-05  0.5003E-04  0.7152E-03      -1   0.200E-05   20.00
  56   -55.0000   -1952.564 0.1105   0.1707E-05  0.9339E-05  0.1604E-03  0.1506E-02      -1   0.643E-05   20.00
  57   -56.0000   -1794.098 0.1123   0.2483E-05  0.1091E-04  0.2733E-03  0.5578E-03      -1   0.109E-04   20.00
  58   -57.0000   -1712.334 0.1132   0.2883E-05  0.1172E-04  0.1939E-03  0.5073E-03      -1   0.777E-05   20.00
  59   -58.0000   -1654.756 0.1138   0.3164E-05  0.1228E-04  0.1745E-03  0.5270E-03      -1   0.699E-05   20.00
  60   -59.0000   -1599.819 0.1144   0.3433E-05  0.1283E-04  0.1517E-03  0.4152E-03      -1   0.608E-05   20.00
  61   -60.0000   -1563.204 0.1148   0.3612E-05  0.1319E-04  0.9926E-04  0.4148E-03      -1   0.398E-05   20.00
  62   -61.0000   -1542.564 0.1151   0.3827E-05  0.1350E-04  0.1089E-03  0.5726E-03      -1   0.436E-05   20.00
  63   -62.0000   -1506.044 0.1157   0.4324E-05  0.1415E-04  0.8904E-04  0.2350E-03      -1   0.357E-05   20.00
  64   -63.0000   -1497.439 0.1158   0.4440E-05  0.1431E-04  0.3652E-04  0.3800E-03      -1   0.146E-05   20.00
  65   -64.0000   -1487.627 0.1160   0.4574E-05  0.1448E-04  0.3753E-04  0.4146E-03      -1   0.150E-05   20.00
  66   -65.0000   -1478.996 0.1161   0.4691E-05  0.1464E-04  0.7729E-04  0.5705E-03      -1   0.310E-05   20.00
  67   -66.0000   -1453.486 0.1165   0.5038E-05  0.1509E-04  0.7633E-04  0.3095E-03      -1   0.306E-05   20.00
  68   -67.0000   -1445.917 0.1167   0.5141E-05  0.1523E-04  0.8503E-04  0.5482E-03      -1   0.341E-05   20.00
  69   -68.0000   -1419.244 0.1171   0.5503E-05  0.1571E-04  0.1162E-03  0.2606E-03      -1   0.466E-05   20.00
  70   -69.0000   -1401.213 0.1174   0.5748E-05  0.1603E-04  0.7075E-04  0.1585E-03      -1   0.283E-05   20.00
  71   -70.0000   -1392.348 0.1175   0.5869E-05  0.1619E-04  0.5438E-04  0.2219E-03      -1   0.218E-05   20.00
  72   -71.0000   -1380.741 0.1177   0.6026E-05  0.1640E-04  0.5922E-04  0.1509E-03      -1   0.237E-05   20.00
  73   -72.0000   -1370.659 0.1179   0.6163E-05  0.1658E-04  0.4438E-04  0.7828E-04      -1   0.178E-05   20.00
  74   -73.0000   -1364.279 0.1180   0.6250E-05  0.1669E-04  0.3407E-04  0.9412E-04      -1   0.137E-05   20.00
  75   -74.0000   -1357.758 0.1181   0.6339E-05  0.1681E-04  0.3255E-04  0.7763E-04      -1   0.130E-05   20.00
  76   -75.0000   -1351.998 0.1182   0.6417E-05  0.1691E-04  0.2795E-04  0.6182E-04      -1   0.112E-05   20.00
  77   -76.0000   -1347.040 0.1182   0.6484E-05  0.1700E-04  0.2538E-04  0.5305E-04      -1   0.102E-05   20.00
  78   -77.0000   -1342.171 0.1183   0.6551E-05  0.1709E-04  0.1650E-04  0.6861E-05      -1   0.661E-06   20.00
  79   -78.0000   -1339.986 0.1183   0.6580E-05  0.1713E-04  0.8972E-05  0.2991E-04      -1   0.359E-06   20.00
  80   -79.0000   -1337.445 0.1184   0.6615E-05  0.1717E-04  0.8308E-05  0.1529E-04      -1   0.333E-06   20.00
  81   -80.0000   -1335.472 0.1184   0.6642E-05  0.1721E-04  0.4841E-05  0.9499E-05      -1   0.194E-06   20.00
  82   -81.0000   -1333.986 0.1184   0.6662E-05  0.1723E-04  0.2474E-05  0.9800E-05      -1   0.991E-07   20.00
  83   -82.0000   -1332.729 0.1185   0.6679E-05  0.1726E-04  0.7277E-06  0.1025E-04      -1   0.292E-07   20.00
  84   -83.0000   -1331.768 0.1185   0.6692E-05  0.1727E-04 -0.9906E-06  0.4059E-05      -1  -0.397E-07   20.00
  85   -84.0000   -1331.025 0.1185   0.6702E-05  0.1729E-04 -0.1999E-05  0.3908E-05      -1  -0.801E-07   20.00
  86   -85.0000   -1330.365 0.1185   0.6711E-05  0.1730E-04 -0.3201E-05  0.1260E-05      -1  -0.128E-06   20.00
  87   -86.0000   -1329.979 0.1185   0.6716E-05  0.1731E-04 -0.4314E-05  0.2075E-05      -1  -0.173E-06   20.00
  88   -87.0000   -1329.649 0.1185   0.6721E-05  0.1731E-04 -0.4521E-05  0.2038E-05      -1  -0.181E-06   20.00
  89   -88.0000   -1329.324 0.1185   0.6725E-05  0.1732E-04 -0.5133E-05  0.0000E+00      -1  -0.206E-06   20.00
  90   -89.0000   -1329.176 0.1185   0.6727E-05  0.1732E-04 -0.5646E-05  0.1960E-05      -1  -0.226E-06   20.00
