 ******* Program HYDRUS
 ******* Example 2 - Grass Field Problem (Hupselse Beek 1982)                    
 Date: ***.**.    Time: ***: 0:**
 Units: L = cm   , T = days , M = -    


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  82   -81.0000   -1334.328 0.1184   0.6657E-05  0.1723E-04  0.2647E-05  0.7667E-05      -1   0.106E-06   20.00
  83   -82.0000   -1333.071 0.1185   0.6674E-05  0.1725E-04  0.1275E-05  0.8017E-05      -1   0.511E-07   20.00
  84   -83.0000   -1331.946 0.1185   0.6690E-05  0.1727E-04 -0.2905E-06  0.3175E-05      -1  -0.116E-07   20.00
  85   -84.0000   -1331.157 0.1185   0.6700E-05  0.1729E-04 -0.1712E-05  0.3058E-05      -1  -0.686E-07   20.00
  86   -85.0000   -1330.457 0.1185   0.6710E-05  0.1730E-04 -0.3002E-05  0.9856E-06      -1  -0.120E-06   20.00
  87   -86.0000   -1330.052 0.1185   0.6715E-05  0.1731E-04 -0.4206E-05  0.1623E-05      -1  -0.169E-06   20.00
  88   -87.0000   -1329.710 0.1185   0.6720E-05  0.1731E-04 -0.4427E-05  0.1595E-05      -1  -0.177E-06   20.00
  89   -88.0000   -1329.369 0.1185   0.6725E-05  0.1732E-04 -0.5081E-05  0.0000E+00      -1  -0.204E-06   20.00
  90   -89.0000   -1329.221 0.1185   0.6727E-05  0.1732E-04 -0.5629E-05  0.1533E-05      -1  -0.226E-06   20.00
  91   -90.0000   -1329.043 0.1185   0.6729E-05  0.1732E-04 -0.5695E-05  0.6836E-06      -1  -0.228E-06   20.00
  92   -91.0000   -1328.913 0.1185   0.6731E-05  0.1733E-04 -0.5937E-05  0.6717E-06      -1  -0.238E-06   20.00
  93   -92.0000   -1328.807 0.1185   0.6732E-05  0.1733E-04 -0.6317E-05  0.0000E+00      -1  -0.253E-06   20.00
  94   -93.0000   -1328.790 0.1185   0.6732E-05  0.1733E-04 -0.6553E-05  0.6760E-06      -1  -0.263E-06   20.00
  95   -94.0000   -1328.754 0.1185   0.6733E-05  0.1733E-04 -0.6412E-05  0.6501E-06      -1  -0.257E-06   20.00
  96   -95.0000   -1328.695 0.1185   0.6734E-05  0.1733E-04 -0.6513E-05  0.0000E+00      -1  -0.261E-06   20.00
  97   -96.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6719E-05  0.0000E+00      -1  -0.269E-06   20.00
  98   -97.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6739E-05  0.0000E+00      -1  -0.270E-06   20.00
  99   -98.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6733E-05  0.0000E+00      -1  -0.270E-06   20.00
 100   -99.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
 101  -100.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
end


 Time:        0.8333


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.9386E-02  0.1030E-02      -1  -0.376E-03   20.00
   2    -1.0000   -3899.605 0.1001   0.1648E-06  0.3188E-05 -0.4785E-02  0.6792E-02      -1  -0.192E-03   20.00
   3    -2.0000  -12212.243 0.0897   0.3317E-08  0.5343E-06 -0.3508E-03 -0.6328E-03      -1  -0.141E-04   20.00
   4    -3.0000  -13095.848 0.0892   0.2616E-08  0.4791E-06 -0.1308E-05 -0.1350E-02      -1  -0.524E-07   20.00
   5    -4.0000  -13091.395 0.0892   0.2619E-08  0.4794E-06 -0.1890E-09 -0.1221E-02      -1  -0.757E-11   20.00
   6    -5.0000  -13093.991 0.0892   0.2617E-08  0.4792E-06  0.4335E-07 -0.1233E-02      -1   0.174E-08   20.00
   7    -6.0000  -13056.444 0.0892   0.2643E-08  0.4814E-06  0.1043E-07 -0.7442E-03      -1   0.418E-09   20.00
   8    -7.0000  -13084.024 0.0892   0.2624E-08  0.4798E-06 -0.3257E-07 -0.1127E-02      -1  -0.130E-08   20.00
   9    -8.0000  -13079.167 0.0892   0.2627E-08  0.4801E-06  0.3589E-08 -0.1062E-02      -1   0.144E-09   20.00
  10    -9.0000  -13079.290 0.0892   0.2627E-08  0.4801E-06  0.6604E-07 -0.1070E-02      -1   0.265E-08   20.00
  11   -10.0000  -13027.247 0.0892   0.2663E-08  0.4830E-06  0.5088E-07 -0.5037E-03      -1   0.204E-08   20.00
  12   -11.0000  -13038.758 0.0892   0.2655E-08  0.4824E-06 -0.2195E-07 -0.6102E-03      -1  -0.879E-09   20.00
  13   -12.0000  -13041.764 0.0892   0.2653E-08  0.4822E-06 -0.1229E-08 -0.6554E-03      -1  -0.493E-10   20.00
  14   -13.0000  -13037.685 0.0892   0.2656E-08  0.4824E-06 -0.1481E-08 -0.6177E-03      -1  -0.593E-10   20.00
  15   -14.0000  -13040.879 0.0892   0.2654E-08  0.4823E-06 -0.1701E-07 -0.6616E-03      -1  -0.682E-09   20.00
  16   -15.0000  -13048.512 0.0892   0.2648E-08  0.4818E-06  0.5298E-08 -0.7547E-03      -1   0.212E-09   20.00
  17   -16.0000  -13034.892 0.0892   0.2658E-08  0.4826E-06  0.1469E-07 -0.6192E-03      -1   0.588E-09   20.00
  18   -17.0000  -13035.438 0.0892   0.2658E-08  0.4826E-06 -0.6211E-08 -0.6446E-03      -1  -0.249E-09   20.00
  19   -18.0000  -13037.566 0.0892   0.2656E-08  0.4825E-06  0.2833E-07 -0.6671E-03      -1   0.113E-08   20.00
  20   -19.0000  -13012.188 0.0892   0.2674E-08  0.4839E-06  0.3895E-07 -0.4281E-03      -1   0.156E-08   20.00
  21   -20.0000  -13006.354 0.0892   0.2678E-08  0.4843E-06 -0.1453E-07 -0.3883E-03      -1  -0.582E-09   20.00
  22   -21.0000  -13021.063 0.0892   0.2668E-08  0.4834E-06 -0.5648E-09 -0.5367E-03      -1  -0.226E-10   20.00
  23   -22.0000  -13004.779 0.0892   0.2679E-08  0.4844E-06  0.2808E-07 -0.4696E-03      -1   0.112E-08   20.00
  24   -23.0000  -12998.072 0.0893   0.2684E-08  0.4847E-06  0.1586E-06 -0.4412E-03      -1   0.635E-08   20.00
  25   -24.0000  -12886.259 0.0893   0.2764E-08  0.4913E-06  0.2358E-07 -0.3231E-03      -1   0.945E-09   20.00
  26   -25.0000  -12978.521 0.0893   0.2697E-08  0.4859E-06 -0.8019E-07 -0.3637E-03      -1  -0.321E-08   20.00
  27   -26.0000  -12942.738 0.0893   0.2723E-08  0.4880E-06  0.5465E-06 -0.4241E-03      -1   0.219E-07   20.00
  28   -27.0000  -12592.057 0.0895   0.2989E-08  0.5093E-06  0.8016E-07 -0.2425E-03      -1   0.321E-08   20.00
  29   -28.0000  -12882.379 0.0893   0.2766E-08  0.4915E-06 -0.5643E-06 -0.3345E-03      -1  -0.226E-07   20.00
  30   -29.0000  -12987.766 0.0893   0.2691E-08  0.4853E-06  0.1944E-06 -0.5213E-03      -1   0.779E-08   20.00
  31   -30.0000  -12742.541 0.0894   0.2871E-08  0.5000E-06  0.1458E-05 -0.3392E-03      -1   0.584E-07   20.00
  32   -31.0000  -12037.407 0.0897   0.3484E-08  0.5464E-06  0.3408E-05 -0.1047E-03      -1   0.137E-06   20.00
  33   -32.0000  -10935.066 0.0904   0.4829E-08  0.6347E-06  0.3316E-06  0.8633E-04      -1   0.133E-07   20.00
  34   -33.0000  -11855.316 0.0898   0.3669E-08  0.5596E-06 -0.2235E-05 -0.9873E-04      -1  -0.896E-07   20.00
  35   -34.0000  -12009.105 0.0898   0.3512E-08  0.5484E-06  0.8770E-05 -0.1590E-03      -1   0.351E-06   20.00
  36   -35.0000   -9224.723 0.0917   0.9491E-08  0.8489E-06  0.1577E-04  0.3376E-03      -1   0.632E-06   20.00
  37   -36.0000   -8073.341 0.0927   0.1387E-07  0.1026E-05  0.9693E-05  0.4708E-03      -1   0.388E-06   20.00
  38   -37.0000   -7686.204 0.0931   0.1695E-07  0.1115E-05  0.2754E-04  0.6681E-03      -1   0.110E-05   20.00
  39   -38.0000   -5979.604 0.0955   0.4066E-07  0.1659E-05  0.4952E-04  0.9595E-03      -1   0.198E-05   20.00
  40   -39.0000   -5057.983 0.0971   0.6777E-07  0.2126E-05  0.3679E-04  0.8609E-03      -1   0.147E-05   20.00
  41   -40.0000   -4753.856 0.0978   0.8841E-07  0.2371E-05  0.3816E-04  0.9836E-03      -1   0.153E-05   20.00
  42   -41.0000   -4266.870 0.0991   0.1283E-06  0.2818E-05  0.1169E-04  0.7671E-03      -1   0.468E-06   20.00
  43   -42.0000   -4513.518 0.0985   0.1081E-06  0.2591E-05  0.3401E-04  0.9547E-03      -1   0.136E-05   20.00
  44   -43.0000   -3835.602 0.1003   0.1794E-06  0.3294E-05  0.9709E-04  0.9048E-03      -1   0.389E-05   20.00
  45   -44.0000   -3409.460 0.1019   0.2764E-06  0.4002E-05  0.7771E-04  0.8696E-03      -1   0.311E-05   20.00
  46   -45.0000   -3212.543 0.1027   0.3212E-06  0.4330E-05 -0.1454E-04  0.7078E-03      -1  -0.582E-06   20.00
  47   -46.0000   -3517.342 0.1015   0.2518E-06  0.3823E-05  0.3555E-04  0.1152E-02      -1   0.142E-05   20.00
  48   -47.0000   -3030.354 0.1035   0.4013E-06  0.4761E-05  0.1262E-03  0.8663E-03      -1   0.505E-05   20.00
  49   -48.0000   -2828.189 0.1046   0.5293E-06  0.5371E-05  0.7444E-04  0.8054E-03      -1   0.298E-05   20.00
  50   -49.0000   -2728.635 0.1051   0.5923E-06  0.5671E-05  0.1650E-03  0.1096E-02      -1   0.661E-05   20.00
  51   -50.0000   -2369.232 0.1073   0.9413E-06  0.7018E-05  0.2455E-03  0.7863E-03      -1   0.984E-05   20.00
  52   -51.0000   -2173.990 0.1088   0.1285E-05  0.8084E-05  0.9593E-04  0.4599E-03      -1   0.384E-05   20.00
  53   -52.0000   -2192.186 0.1087   0.1253E-05  0.7984E-05  0.6483E-04  0.9118E-03      -1   0.260E-05   20.00
  54   -53.0000   -2077.430 0.1095   0.1455E-05  0.8611E-05  0.1370E-03  0.6659E-03      -1   0.549E-05   20.00
  55   -54.0000   -1997.770 0.1101   0.1595E-05  0.9046E-05  0.4325E-04  0.5171E-03      -1   0.173E-05   20.00
  56   -55.0000   -2017.980 0.1100   0.1560E-05  0.8936E-05  0.1693E-03  0.1087E-02      -1   0.678E-05   20.00
  57   -56.0000   -1825.565 0.1119   0.2329E-05  0.1060E-04  0.2969E-03  0.4059E-03      -1   0.119E-04   20.00
  58   -57.0000   -1737.436 0.1129   0.2760E-05  0.1147E-04  0.1958E-03  0.3702E-03      -1   0.784E-05   20.00
  59   -58.0000   -1677.962 0.1136   0.3051E-05  0.1206E-04  0.1741E-03  0.3853E-03      -1   0.697E-05   20.00
  60   -59.0000   -1621.075 0.1142   0.3329E-05  0.1262E-04  0.1509E-03  0.3041E-03      -1   0.605E-05   20.00
  61   -60.0000   -1583.934 0.1146   0.3511E-05  0.1299E-04  0.1044E-03  0.3041E-03      -1   0.418E-05   20.00
  62   -61.0000   -1559.080 0.1149   0.3632E-05  0.1323E-04  0.1218E-03  0.4202E-03      -1   0.488E-05   20.00
  63   -62.0000   -1517.476 0.1155   0.4168E-05  0.1395E-04  0.9462E-04  0.1727E-03      -1   0.379E-05   20.00
  64   -63.0000   -1509.169 0.1157   0.4281E-05  0.1410E-04  0.3152E-04  0.2793E-03      -1   0.126E-05   20.00
  65   -64.0000   -1500.755 0.1158   0.4395E-05  0.1425E-04  0.2958E-04  0.3047E-03      -1   0.119E-05   20.00
  66   -65.0000   -1493.680 0.1159   0.4492E-05  0.1437E-04  0.7521E-04  0.4194E-03      -1   0.301E-05   20.00
  67   -66.0000   -1466.295 0.1163   0.4864E-05  0.1487E-04  0.7688E-04  0.2277E-03      -1   0.308E-05   20.00
  68   -67.0000   -1459.119 0.1165   0.4961E-05  0.1499E-04  0.9079E-04  0.4034E-03      -1   0.364E-05   20.00
  69   -68.0000   -1428.846 0.1169   0.5373E-05  0.1554E-04  0.1301E-03  0.1919E-03      -1   0.521E-05   20.00
  70   -69.0000   -1408.087 0.1173   0.5655E-05  0.1591E-04  0.7875E-04  0.1168E-03      -1   0.315E-05   20.00
  71   -70.0000   -1398.598 0.1174   0.5784E-05  0.1608E-04  0.5926E-04  0.1636E-03      -1   0.237E-05   20.00
  72   -71.0000   -1385.680 0.1176   0.5959E-05  0.1631E-04  0.6725E-04  0.1113E-03      -1   0.269E-05   20.00
  73   -72.0000   -1373.994 0.1178   0.6118E-05  0.1652E-04  0.5019E-04  0.5776E-04      -1   0.201E-05   20.00
  74   -73.0000   -1367.178 0.1179   0.6211E-05  0.1664E-04  0.3624E-04  0.6947E-04      -1   0.145E-05   20.00
  75   -74.0000   -1360.323 0.1180   0.6304E-05  0.1676E-04  0.3491E-04  0.5730E-04      -1   0.140E-05   20.00
  76   -75.0000   -1354.093 0.1181   0.6389E-05  0.1687E-04  0.3081E-04  0.4565E-04      -1   0.123E-05   20.00
  77   -76.0000   -1348.667 0.1182   0.6462E-05  0.1697E-04  0.2917E-04  0.3917E-04      -1   0.117E-05   20.00
  78   -77.0000   -1343.069 0.1183   0.6538E-05  0.1707E-04  0.1906E-04  0.5067E-05      -1   0.764E-06   20.00
  79   -78.0000   -1340.814 0.1183   0.6569E-05  0.1711E-04  0.9899E-05  0.2209E-04      -1   0.397E-06   20.00
  80   -79.0000   -1338.057 0.1184   0.6607E-05  0.1716E-04  0.9630E-05  0.1129E-04      -1   0.386E-06   20.00
  81   -80.0000   -1335.896 0.1184   0.6636E-05  0.1720E-04  0.5652E-05  0.7016E-05      -1   0.226E-06   20.00
  82   -81.0000   -1334.352 0.1184   0.6657E-05  0.1723E-04  0.2668E-05  0.7239E-05      -1   0.107E-06   20.00
  83   -82.0000   -1333.094 0.1185   0.6674E-05  0.1725E-04  0.1310E-05  0.7569E-05      -1   0.525E-07   20.00
  84   -83.0000   -1331.959 0.1185   0.6689E-05  0.1727E-04 -0.2448E-06  0.2998E-05      -1  -0.981E-08   20.00
  85   -84.0000   -1331.167 0.1185   0.6700E-05  0.1729E-04 -0.1693E-05  0.2887E-05      -1  -0.678E-07   20.00
  86   -85.0000   -1330.464 0.1185   0.6710E-05  0.1730E-04 -0.2990E-05  0.9306E-06      -1  -0.120E-06   20.00
  87   -86.0000   -1330.058 0.1185   0.6715E-05  0.1730E-04 -0.4193E-05  0.1533E-05      -1  -0.168E-06   20.00
  88   -87.0000   -1329.713 0.1185   0.6720E-05  0.1731E-04 -0.4419E-05  0.1506E-05      -1  -0.177E-06   20.00
  89   -88.0000   -1329.373 0.1185   0.6725E-05  0.1732E-04 -0.5081E-05  0.0000E+00      -1  -0.204E-06   20.00
  90   -89.0000   -1329.224 0.1185   0.6727E-05  0.1732E-04 -0.5624E-05  0.1448E-05      -1  -0.225E-06   20.00
  91   -90.0000   -1329.045 0.1185   0.6729E-05  0.1732E-04 -0.5691E-05  0.6455E-06      -1  -0.228E-06   20.00
  92   -91.0000   -1328.916 0.1185   0.6731E-05  0.1733E-04 -0.5935E-05  0.6342E-06      -1  -0.238E-06   20.00
  93   -92.0000   -1328.809 0.1185   0.6732E-05  0.1733E-04 -0.6314E-05  0.0000E+00      -1  -0.253E-06   20.00
  94   -93.0000   -1328.792 0.1185   0.6732E-05  0.1733E-04 -0.6550E-05  0.6383E-06      -1  -0.262E-06   20.00
  95   -94.0000   -1328.755 0.1185   0.6733E-05  0.1733E-04 -0.6407E-05  0.6138E-06      -1  -0.257E-06   20.00
  96   -95.0000   -1328.695 0.1185   0.6734E-05  0.1733E-04 -0.6510E-05  0.0000E+00      -1  -0.261E-06   20.00
  97   -96.0000   -1328.688 0.1185   0.6734E-05  0.1733E-04 -0.6719E-05  0.0000E+00      -1  -0.269E-06   20.00
  98   -97.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6739E-05  0.0000E+00      -1  -0.270E-06   20.00
  99   -98.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6733E-05  0.0000E+00      -1  -0.270E-06   20.00
 100   -99.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
 101  -100.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.6734E-05  0.0000E+00      -1  -0.270E-06   20.00
end


 Time:        0.8750


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -1328.690 0.1185   0.6734E-05  0.1733E-04 -0.9336E-02  0.1025E-02      -1  -0.374E-03   20.00
   2    -1.0000   -3884.476 0.1002   0.1683E-06  0.3213E-05 -0.4765E-02  0.6761E-02      -1  -0.191E-03   20.00
   3    -2.0000  -12109.739 0.0897   0.3414E-08  0.5413E-06 -0.3544E-03 -0.5890E-03      -1  -0.142E-04   20.00
   4    -3.0000  -12980.908 0.0893   0.2696E-08  0.4857E-06 -0.1342E-05 -0.1296E-02      -1  -0.538E-07   20.00
   5    -4.0000  -12987.324 0.0893   0.2691E-08  0.4854E-06 -0.1347E-07 -0.1181E-02      -1  -0.540E-09   20.00
   6    -5.0000  -12988.910 0.0893   0.2690E-08  0.4853E-06 -0.9676E-08 -0.1192E-02      -1  -0.388E-09   20.00
   7    -6.0000  -12992.520 0.0893   0.2687E-08  0.4851E-06 -0.1261E-08 -0.7375E-03      -1  -0.505E-10   20.00
   8    -7.0000  -12987.849 0.0893   0.2691E-08  0.4853E-06  0.2815E-08 -0.1095E-02      -1   0.113E-09   20.00
   9    -8.0000  -12988.425 0.0893   0.2690E-08  0.4853E-06 -0.2794E-08 -0.1036E-02      -1  -0.112E-09   20.00
  10    -9.0000  -12987.926 0.0893   0.2691E-08  0.4853E-06  0.3451E-08 -0.1042E-02      -1   0.138E-09   20.00
  11   -10.0000  -12983.861 0.0893   0.2694E-08  0.4856E-06 -0.4571E-09 -0.5057E-03      -1  -0.183E-10   20.00
  12   -11.0000  -12986.265 0.0893   0.2692E-08  0.4854E-06 -0.4815E-08 -0.6091E-03      -1  -0.193E-09   20.00
  13   -12.0000  -12985.438 0.0893   0.2692E-08  0.4855E-06 -0.3931E-09 -0.6527E-03      -1  -0.157E-10   20.00
  14   -13.0000  -12984.557 0.0893   0.2693E-08  0.4855E-06 -0.8114E-09 -0.6163E-03      -1  -0.325E-10   20.00
  15   -14.0000  -12984.040 0.0893   0.2693E-08  0.4856E-06 -0.1603E-08 -0.6586E-03      -1  -0.642E-10   20.00
  16   -15.0000  -12983.747 0.0893   0.2694E-08  0.4856E-06  0.5187E-09 -0.7476E-03      -1   0.208E-10   20.00
  17   -16.0000  -12981.655 0.0893   0.2695E-08  0.4857E-06  0.1395E-08 -0.6178E-03      -1   0.559E-10   20.00
  18   -17.0000  -12980.712 0.0893   0.2697E-08  0.4859E-06 -0.1692E-08 -0.6426E-03      -1  -0.678E-10   20.00
  19   -18.0000  -12980.910 0.0893   0.2697E-08  0.4859E-06  0.4595E-08 -0.6641E-03      -1   0.184E-09   20.00
  20   -19.0000  -12975.307 0.0893   0.2700E-08  0.4861E-06  0.7072E-08 -0.4315E-03      -1   0.283E-09   20.00
  21   -20.0000  -12973.669 0.0893   0.2702E-08  0.4863E-06 -0.2177E-08 -0.3925E-03      -1  -0.872E-10   20.00
  22   -21.0000  -12974.919 0.0893   0.2700E-08  0.4861E-06  0.9819E-08 -0.5378E-03      -1   0.393E-09   20.00
  23   -22.0000  -12964.407 0.0893   0.2707E-08  0.4867E-06  0.1730E-07 -0.4723E-03      -1   0.693E-09   20.00
  24   -23.0000  -12960.124 0.0893   0.2710E-08  0.4870E-06  0.1422E-06 -0.4444E-03      -1   0.570E-08   20.00
  25   -24.0000  -12858.810 0.0893   0.2784E-08  0.4930E-06  0.1476E-07 -0.3280E-03      -1   0.591E-09   20.00
  26   -25.0000  -12947.229 0.0893   0.2720E-08  0.4877E-06 -0.6861E-07 -0.3679E-03      -1  -0.275E-08   20.00
  27   -26.0000  -12906.424 0.0893   0.2749E-08  0.4901E-06  0.5338E-06 -0.4278E-03      -1   0.214E-07   20.00
  28   -27.0000  -12572.197 0.0895   0.3005E-08  0.5106E-06  0.7003E-07 -0.2487E-03      -1   0.281E-08   20.00
  29   -28.0000  -12853.859 0.0893   0.2787E-08  0.4932E-06 -0.5335E-06 -0.3393E-03      -1  -0.214E-07   20.00
  30   -29.0000  -12943.008 0.0893   0.2723E-08  0.4880E-06  0.1959E-06 -0.5229E-03      -1   0.785E-08   20.00
  31   -30.0000  -12714.025 0.0894   0.2893E-08  0.5017E-06  0.1412E-05 -0.3446E-03      -1   0.566E-07   20.00
  32   -31.0000  -12029.046 0.0898   0.3492E-08  0.5470E-06  0.3350E-05 -0.1116E-03      -1   0.134E-06   20.00
  33   -32.0000  -10941.562 0.0904   0.4821E-08  0.6342E-06  0.3312E-06  0.7631E-04      -1   0.133E-07   20.00
  34   -33.0000  -11847.464 0.0899   0.3678E-08  0.5601E-06 -0.2195E-05 -0.1081E-03      -1  -0.879E-07   20.00
  35   -34.0000  -11995.357 0.0898   0.3526E-08  0.5494E-06  0.8650E-05 -0.1686E-03      -1   0.347E-06   20.00
  36   -35.0000   -9240.867 0.0917   0.9429E-08  0.8464E-06  0.1556E-04  0.3275E-03      -1   0.623E-06   20.00
  37   -36.0000   -8095.963 0.0927   0.1378E-07  0.1022E-05  0.9599E-05  0.4606E-03      -1   0.385E-06   20.00
  38   -37.0000   -7706.797 0.0931   0.1674E-07  0.1110E-05  0.2714E-04  0.6555E-03      -1   0.109E-05   20.00
  39   -38.0000   -6001.624 0.0954   0.4001E-07  0.1648E-05  0.4889E-04  0.9469E-03      -1   0.196E-05   20.00
  40   -39.0000   -5078.377 0.0971   0.6717E-07  0.2115E-05  0.3661E-04  0.8514E-03      -1   0.147E-05   20.00
  41   -40.0000   -4769.133 0.0978   0.8716E-07  0.2357E-05  0.3802E-04  0.9740E-03      -1   0.152E-05   20.00
  42   -41.0000   -4280.418 0.0991   0.1271E-06  0.2805E-05  0.1165E-04  0.7603E-03      -1   0.467E-06   20.00
  43   -42.0000   -4526.777 0.0984   0.1070E-06  0.2579E-05  0.3382E-04  0.9460E-03      -1   0.136E-05   20.00
  44   -43.0000   -3845.692 0.1003   0.1771E-06  0.3277E-05  0.9625E-04  0.8977E-03      -1   0.386E-05   20.00
  45   -44.0000   -3419.579 0.1019   0.2741E-06  0.3986E-05  0.7709E-04  0.8631E-03      -1   0.309E-05   20.00
  46   -45.0000   -3222.063 0.1026   0.3190E-06  0.4314E-05 -0.1441E-04  0.7027E-03      -1  -0.577E-06   20.00
  47   -46.0000   -3527.438 0.1015   0.2495E-06  0.3806E-05  0.3544E-04  0.1143E-02      -1   0.142E-05   20.00
  48   -47.0000   -3037.583 0.1035   0.3967E-06  0.4740E-05  0.1255E-03  0.8604E-03      -1   0.503E-05   20.00
  49   -48.0000   -2834.738 0.1045   0.5251E-06  0.5351E-05  0.7388E-04  0.8001E-03      -1   0.296E-05   20.00
  50   -49.0000   -2735.425 0.1051   0.5880E-06  0.5650E-05  0.1645E-03  0.1089E-02      -1   0.659E-05   20.00
  51   -50.0000   -2373.842 0.1073   0.9333E-06  0.6993E-05  0.2450E-03  0.7816E-03      -1   0.982E-05   20.00
  52   -51.0000   -2177.782 0.1088   0.1278E-05  0.8063E-05  0.9562E-04  0.4572E-03      -1   0.383E-05   20.00
  53   -52.0000   -2196.155 0.1086   0.1246E-05  0.7963E-05  0.6451E-04  0.9065E-03      -1   0.258E-05   20.00
  54   -53.0000   -2081.227 0.1095   0.1448E-05  0.8591E-05  0.1366E-03  0.6621E-03      -1   0.547E-05   20.00
  55   -54.0000   -2001.400 0.1101   0.1589E-05  0.9026E-05  0.4316E-04  0.5142E-03      -1   0.173E-05   20.00
  56   -55.0000   -2021.652 0.1100   0.1553E-05  0.8916E-05  0.1701E-03  0.1081E-02      -1   0.681E-05   20.00
  57   -56.0000   -1827.662 0.1119   0.2318E-05  0.1057E-04  0.2979E-03  0.4037E-03      -1   0.119E-04   20.00
  58   -57.0000   -1739.025 0.1129   0.2752E-05  0.1145E-04  0.1961E-03  0.3682E-03      -1   0.786E-05   20.00
  59   -58.0000   -1679.380 0.1136   0.3044E-05  0.1204E-04  0.1740E-03  0.3832E-03      -1   0.697E-05   20.00
  60   -59.0000   -1622.420 0.1142   0.3322E-05  0.1260E-04  0.1508E-03  0.3025E-03      -1   0.604E-05   20.00
  61   -60.0000   -1585.221 0.1146   0.3504E-05  0.1297E-04  0.1043E-03  0.3025E-03      -1   0.418E-05   20.00
  62   -61.0000   -1560.383 0.1149   0.3626E-05  0.1322E-04  0.1225E-03  0.4180E-03      -1   0.491E-05   20.00
  63   -62.0000   -1518.261 0.1155   0.4157E-05  0.1393E-04  0.9553E-04  0.1718E-03      -1   0.383E-05   20.00
  64   -63.0000   -1509.898 0.1156   0.4271E-05  0.1408E-04  0.3139E-04  0.2779E-03      -1   0.126E-05   20.00
  65   -64.0000   -1501.563 0.1158   0.4384E-05  0.1423E-04  0.2920E-04  0.3032E-03      -1   0.117E-05   20.00
  66   -65.0000   -1494.551 0.1159   0.4480E-05  0.1436E-04  0.7493E-04  0.4173E-03      -1   0.300E-05   20.00
  67   -66.0000   -1467.146 0.1163   0.4852E-05  0.1485E-04  0.7699E-04  0.2265E-03      -1   0.308E-05   20.00
  68   -67.0000   -1459.868 0.1164   0.4951E-05  0.1498E-04  0.9123E-04  0.4013E-03      -1   0.365E-05   20.00
  69   -68.0000   -1429.460 0.1169   0.5364E-05  0.1552E-04  0.1306E-03  0.1910E-03      -1   0.523E-05   20.00
  70   -69.0000   -1408.553 0.1173   0.5648E-05  0.1590E-04  0.7932E-04  0.1162E-03      -1   0.318E-05   20.00
  71   -70.0000   -1398.972 0.1174   0.5779E-05  0.1607E-04  0.5966E-04  0.1628E-03      -1   0.239E-05   20.00
  72   -71.0000   -1385.991 0.1176   0.5955E-05  0.1630E-04  0.6759E-04  0.1108E-03      -1   0.271E-05   20.00
  73   -72.0000   -1374.239 0.1178   0.6116E-05  0.1651E-04  0.5051E-04  0.5747E-04      -1   0.202E-05   20.00
  74   -73.0000   -1367.375 0.1179   0.6209E-05  0.1664E-04  0.3646E-04  0.6912E-04      -1   0.146E-05   20.00
  75   -74.0000   -1360.493 0.1180   0.6302E-05  0.1676E-04  0.3508E-04  0.5702E-04      -1   0.141E-05   20.00
  76   -75.0000   -1354.235 0.1181   0.6387E-05  0.1687E-04  0.3102E-04  0.4542E-04      -1   0.124E-05   20.00
  77   -76.0000   -1348.772 0.1182   0.6461E-05  0.1697E-04  0.2939E-04  0.3898E-04      -1   0.118E-05   20.00
  78   -77.0000   -1343.139 0.1183   0.6537E-05  0.1707E-04  0.1924E-04  0.5042E-05      -1   0.771E-06   20.00
  79   -78.0000   -1340.863 0.1183   0.6568E-05  0.1711E-04  0.1000E-04  0.2198E-04      -1   0.401E-06   20.00
  80   -79.0000   -1338.096 0.1184   0.6606E-05  0.1716E-04  0.9693E-05  0.1124E-04      -1   0.388E-06   20.00
  81   -80.0000   -1335.926 0.1184   0.6635E-05  0.1720E-04  0.5702E-05  0.6982E-05      -1   0.228E-06   20.00
